,Observation station,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],Date
418,Sodankylä Tähtelä,-1.0,67,-31.2,2001-02-22
419,Sodankylä Tähtelä,-1.0,66,-30.1,2001-02-23
420,Sodankylä Tähtelä,0.0,64,-26.9,2001-02-24
421,Sodankylä Tähtelä,3.0,63,-20.1,2001-02-25
422,Sodankylä Tähtelä,0.6,64,-14.5,2001-02-26
423,Sodankylä Tähtelä,0.4,64,-20.5,2001-02-27
424,Sodankylä Tähtelä,0.0,63,-26.3,2001-02-28
425,Sodankylä Tähtelä,0.0,62,-28.6,2001-03-01
426,Sodankylä Tähtelä,1.3,61,-27.5,2001-03-02
427,Sodankylä Tähtelä,7.4,61,-13.0,2001-03-03
428,Sodankylä Tähtelä,1.0,66,-15.4,2001-03-04
429,Sodankylä Tähtelä,0.6,66,-18.2,2001-03-05
430,Sodankylä Tähtelä,0.7,66,-14.9,2001-03-06
431,Sodankylä Tähtelä,0.0,66,-9.5,2001-03-07
432,Sodankylä Tähtelä,0.4,65,-15.9,2001-03-08
433,Sodankylä Tähtelä,0.1,64,-8.1,2001-03-09
434,Sodankylä Tähtelä,0.1,63,-5.0,2001-03-10
435,Sodankylä Tähtelä,1.4,63,-8.6,2001-03-11
436,Sodankylä Tähtelä,0.1,63,-4.8,2001-03-12
437,Sodankylä Tähtelä,0.0,62,-9.7,2001-03-13
438,Sodankylä Tähtelä,0.9,61,-11.8,2001-03-14
439,Sodankylä Tähtelä,-1.0,62,-11.1,2001-03-15
440,Sodankylä Tähtelä,0.0,62,-15.6,2001-03-16
441,Sodankylä Tähtelä,0.0,62,-18.7,2001-03-17
442,Sodankylä Tähtelä,-1.0,62,-17.3,2001-03-18
443,Sodankylä Tähtelä,0.0,61,-13.5,2001-03-19
444,Sodankylä Tähtelä,0.1,61,-13.5,2001-03-20
445,Sodankylä Tähtelä,0.6,61,-11.7,2001-03-21
446,Sodankylä Tähtelä,0.0,61,-13.5,2001-03-22
447,Sodankylä Tähtelä,0.0,61,-8.3,2001-03-23
448,Sodankylä Tähtelä,-1.0,61,-9.0,2001-03-24
449,Sodankylä Tähtelä,0.2,60,-10.1,2001-03-25
450,Sodankylä Tähtelä,0.1,61,-12.2,2001-03-26
451,Sodankylä Tähtelä,0.0,61,-17.3,2001-03-27
452,Sodankylä Tähtelä,-1.0,61,-17.1,2001-03-28
453,Sodankylä Tähtelä,0.0,61,-6.6,2001-03-29
454,Sodankylä Tähtelä,1.6,60,-3.1,2001-03-30
455,Sodankylä Tähtelä,-1.0,61,-3.4,2001-03-31
456,Sodankylä Tähtelä,2.8,60,-8.0,2001-04-01
457,Sodankylä Tähtelä,0.3,64,-0.5,2001-04-02
458,Sodankylä Tähtelä,1.2,63,-6.2,2001-04-03
459,Sodankylä Tähtelä,5.3,65,-10.4,2001-04-04
460,Sodankylä Tähtelä,0.7,72,-4.8,2001-04-05
461,Sodankylä Tähtelä,2.9,70,1.3,2001-04-06
462,Sodankylä Tähtelä,-1.0,65,-0.9,2001-04-07
463,Sodankylä Tähtelä,3.6,63,-5.3,2001-04-08
464,Sodankylä Tähtelä,17.9,66,-0.1,2001-04-09
465,Sodankylä Tähtelä,1.3,73,-0.5,2001-04-10
466,Sodankylä Tähtelä,0.0,71,-2.2,2001-04-11
467,Sodankylä Tähtelä,0.0,70,-7.6,2001-04-12
468,Sodankylä Tähtelä,-1.0,70,-10.3,2001-04-13
469,Sodankylä Tähtelä,-1.0,70,-10.2,2001-04-14
470,Sodankylä Tähtelä,9.1,70,-8.1,2001-04-15
471,Sodankylä Tähtelä,3.1,80,-1.8,2001-04-16
472,Sodankylä Tähtelä,0.0,82,-3.2,2001-04-17
473,Sodankylä Tähtelä,5.6,80,-5.3,2001-04-18
474,Sodankylä Tähtelä,1.0,84,-0.3,2001-04-19
475,Sodankylä Tähtelä,-1.0,80,-1.8,2001-04-20
476,Sodankylä Tähtelä,0.0,78,1.2,2001-04-21
477,Sodankylä Tähtelä,-1.0,75,3.4,2001-04-22
478,Sodankylä Tähtelä,-1.0,70,3.4,2001-04-23
479,Sodankylä Tähtelä,0.7,67,1.9,2001-04-24
480,Sodankylä Tähtelä,0.3,63,4.3,2001-04-25
481,Sodankylä Tähtelä,10.8,55,3.0,2001-04-26
482,Sodankylä Tähtelä,1.6,48,3.9,2001-04-27
483,Sodankylä Tähtelä,2.3,42,5.3,2001-04-28
484,Sodankylä Tähtelä,0.0,34,4.4,2001-04-29
485,Sodankylä Tähtelä,0.0,30,4.3,2001-04-30
486,Sodankylä Tähtelä,0.1,26,4.8,2001-05-01
487,Sodankylä Tähtelä,-1.0,25,4.3,2001-05-02
488,Sodankylä Tähtelä,0.0,21,6.5,2001-05-03
489,Sodankylä Tähtelä,-1.0,16,5.8,2001-05-04
490,Sodankylä Tähtelä,-1.0,11,4.0,2001-05-05
491,Sodankylä Tähtelä,0.1,9,2.9,2001-05-06
492,Sodankylä Tähtelä,0.0,6,5.2,2001-05-07
493,Sodankylä Tähtelä,-1.0,2,12.5,2001-05-08
494,Sodankylä Tähtelä,0.1,0,8.9,2001-05-09
495,Sodankylä Tähtelä,0.0,-1,4.6,2001-05-10
496,Sodankylä Tähtelä,0.1,-1,2.5,2001-05-11
497,Sodankylä Tähtelä,3.4,-1,4.8,2001-05-12
498,Sodankylä Tähtelä,0.0,-1,6.7,2001-05-13
499,Sodankylä Tähtelä,0.6,-1,4.5,2001-05-14
500,Sodankylä Tähtelä,0.0,-1,4.9,2001-05-15
501,Sodankylä Tähtelä,0.0,-1,5.5,2001-05-16
502,Sodankylä Tähtelä,0.4,-1,8.6,2001-05-17
503,Sodankylä Tähtelä,5.1,-1,2.8,2001-05-18
504,Sodankylä Tähtelä,2.6,-1,2.8,2001-05-19
505,Sodankylä Tähtelä,0.3,-1,2.8,2001-05-20
506,Sodankylä Tähtelä,-1.0,-1,1.2,2001-05-21
507,Sodankylä Tähtelä,1.8,-1,1.8,2001-05-22
508,Sodankylä Tähtelä,7.5,1,0.6,2001-05-23
509,Sodankylä Tähtelä,0.5,0,1.6,2001-05-24
510,Sodankylä Tähtelä,0.1,-1,1.1,2001-05-25
511,Sodankylä Tähtelä,2.8,-1,2.2,2001-05-26
512,Sodankylä Tähtelä,0.8,1,1.2,2001-05-27
513,Sodankylä Tähtelä,0.1,-1,1.3,2001-05-28
514,Sodankylä Tähtelä,0.0,-1,0.7,2001-05-29
515,Sodankylä Tähtelä,-1.0,-1,6.2,2001-05-30
516,Sodankylä Tähtelä,-1.0,-1,8.2,2001-05-31
517,Sodankylä Tähtelä,-1.0,-1,10.8,2001-06-01
518,Sodankylä Tähtelä,-1.0,-1,13.3,2001-06-02
519,Sodankylä Tähtelä,1.4,-1,11.8,2001-06-03
520,Sodankylä Tähtelä,1.8,-1,6.8,2001-06-04
521,Sodankylä Tähtelä,0.0,-1,7.2,2001-06-05
522,Sodankylä Tähtelä,0.0,-1,12.6,2001-06-06
523,Sodankylä Tähtelä,-1.0,-1,14.6,2001-06-07
524,Sodankylä Tähtelä,2.5,-1,14.0,2001-06-08
525,Sodankylä Tähtelä,1.7,-1,13.5,2001-06-09
526,Sodankylä Tähtelä,1.6,-1,15.6,2001-06-10
527,Sodankylä Tähtelä,1.8,-1,10.7,2001-06-11
528,Sodankylä Tähtelä,0.1,-1,11.8,2001-06-12
529,Sodankylä Tähtelä,4.6,-1,13.9,2001-06-13
530,Sodankylä Tähtelä,-1.0,-1,15.2,2001-06-14
531,Sodankylä Tähtelä,7.4,-1,13.3,2001-06-15
532,Sodankylä Tähtelä,3.0,-1,12.2,2001-06-16
533,Sodankylä Tähtelä,4.1,-1,13.3,2001-06-17
534,Sodankylä Tähtelä,0.9,-1,11.0,2001-06-18
535,Sodankylä Tähtelä,-1.0,-1,14.0,2001-06-19
536,Sodankylä Tähtelä,-1.0,-1,16.4,2001-06-20
537,Sodankylä Tähtelä,0.0,-1,16.6,2001-06-21
538,Sodankylä Tähtelä,-1.0,-1,16.9,2001-06-22
539,Sodankylä Tähtelä,-1.0,-1,18.5,2001-06-23
540,Sodankylä Tähtelä,-1.0,-1,16.7,2001-06-24
541,Sodankylä Tähtelä,-1.0,-1,12.9,2001-06-25
542,Sodankylä Tähtelä,-1.0,-1,14.3,2001-06-26
543,Sodankylä Tähtelä,2.2,-1,12.4,2001-06-27
544,Sodankylä Tähtelä,0.0,-1,15.5,2001-06-28
545,Sodankylä Tähtelä,5.4,-1,16.1,2001-06-29
546,Sodankylä Tähtelä,0.8,-1,12.6,2001-06-30
547,Sodankylä Tähtelä,2.7,-1,14.1,2001-07-01
548,Sodankylä Tähtelä,2.6,-1,16.4,2001-07-02
549,Sodankylä Tähtelä,0.0,-1,14.2,2001-07-03
550,Sodankylä Tähtelä,-1.0,-1,15.7,2001-07-04
551,Sodankylä Tähtelä,10.5,-1,13.4,2001-07-05
552,Sodankylä Tähtelä,-1.0,-1,12.6,2001-07-06
553,Sodankylä Tähtelä,0.2,-1,16.1,2001-07-07
554,Sodankylä Tähtelä,-1.0,-1,17.0,2001-07-08
555,Sodankylä Tähtelä,0.1,-1,19.5,2001-07-09
556,Sodankylä Tähtelä,3.9,-1,23.2,2001-07-10
557,Sodankylä Tähtelä,5.1,-1,19.2,2001-07-11
558,Sodankylä Tähtelä,3.3,-1,18.9,2001-07-12
559,Sodankylä Tähtelä,7.1,-1,15.5,2001-07-13
560,Sodankylä Tähtelä,4.1,-1,15.4,2001-07-14
561,Sodankylä Tähtelä,1.6,-1,15.6,2001-07-15
562,Sodankylä Tähtelä,0.8,-1,15.2,2001-07-16
563,Sodankylä Tähtelä,22.3,-1,12.8,2001-07-17
564,Sodankylä Tähtelä,14.2,-1,11.4,2001-07-18
565,Sodankylä Tähtelä,18.2,-1,17.0,2001-07-19
566,Sodankylä Tähtelä,1.1,-1,17.5,2001-07-20
567,Sodankylä Tähtelä,0.2,-1,13.3,2001-07-21
568,Sodankylä Tähtelä,0.1,-1,9.7,2001-07-22
569,Sodankylä Tähtelä,0.5,-1,11.1,2001-07-23
570,Sodankylä Tähtelä,-1.0,-1,14.4,2001-07-24
571,Sodankylä Tähtelä,1.1,-1,16.3,2001-07-25
572,Sodankylä Tähtelä,2.5,-1,14.4,2001-07-26
573,Sodankylä Tähtelä,0.3,-1,14.5,2001-07-27
574,Sodankylä Tähtelä,3.2,-1,11.0,2001-07-28
575,Sodankylä Tähtelä,4.7,-1,10.4,2001-07-29
576,Sodankylä Tähtelä,8.0,-1,14.7,2001-07-30
577,Sodankylä Tähtelä,5.4,-1,11.8,2001-07-31
578,Sodankylä Tähtelä,1.0,-1,9.8,2001-08-01
579,Sodankylä Tähtelä,0.0,-1,8.4,2001-08-02
580,Sodankylä Tähtelä,0.0,-1,10.0,2001-08-03
581,Sodankylä Tähtelä,-1.0,-1,12.8,2001-08-04
582,Sodankylä Tähtelä,4.6,-1,12.5,2001-08-05
583,Sodankylä Tähtelä,3.2,-1,13.4,2001-08-06
584,Sodankylä Tähtelä,0.5,-1,12.7,2001-08-07
585,Sodankylä Tähtelä,0.3,-1,14.6,2001-08-08
586,Sodankylä Tähtelä,0.7,-1,15.4,2001-08-09
587,Sodankylä Tähtelä,2.8,-1,15.9,2001-08-10
588,Sodankylä Tähtelä,0.1,-1,14.4,2001-08-11
589,Sodankylä Tähtelä,9.7,-1,13.5,2001-08-12
590,Sodankylä Tähtelä,0.1,-1,13.1,2001-08-13
591,Sodankylä Tähtelä,5.9,-1,11.4,2001-08-14
592,Sodankylä Tähtelä,2.0,-1,12.2,2001-08-15
593,Sodankylä Tähtelä,0.0,-1,15.0,2001-08-16
594,Sodankylä Tähtelä,2.7,-1,15.8,2001-08-17
595,Sodankylä Tähtelä,3.3,-1,12.1,2001-08-18
596,Sodankylä Tähtelä,0.9,-1,9.5,2001-08-19
597,Sodankylä Tähtelä,-1.0,-1,7.5,2001-08-20
598,Sodankylä Tähtelä,-1.0,-1,8.4,2001-08-21
599,Sodankylä Tähtelä,0.0,-1,11.0,2001-08-22
600,Sodankylä Tähtelä,0.1,-1,12.8,2001-08-23
601,Sodankylä Tähtelä,-1.0,-1,9.9,2001-08-24
602,Sodankylä Tähtelä,-1.0,-1,7.9,2001-08-25
603,Sodankylä Tähtelä,-1.0,-1,8.3,2001-08-26
604,Sodankylä Tähtelä,-1.0,-1,7.7,2001-08-27
605,Sodankylä Tähtelä,-1.0,-1,10.3,2001-08-28
606,Sodankylä Tähtelä,-1.0,-1,10.6,2001-08-29
607,Sodankylä Tähtelä,-1.0,-1,10.3,2001-08-30
608,Sodankylä Tähtelä,0.0,-1,10.4,2001-08-31
609,Sodankylä Tähtelä,0.0,-1,11.1,2001-09-01
610,Sodankylä Tähtelä,2.1,-1,10.4,2001-09-02
611,Sodankylä Tähtelä,-1.0,-1,9.2,2001-09-03
612,Sodankylä Tähtelä,12.2,-1,6.1,2001-09-04
613,Sodankylä Tähtelä,11.7,-1,9.4,2001-09-05
614,Sodankylä Tähtelä,7.3,-1,10.5,2001-09-06
615,Sodankylä Tähtelä,2.7,-1,11.5,2001-09-07
616,Sodankylä Tähtelä,0.0,-1,12.1,2001-09-08
617,Sodankylä Tähtelä,2.6,-1,12.6,2001-09-09
618,Sodankylä Tähtelä,0.0,-1,12.5,2001-09-10
619,Sodankylä Tähtelä,2.3,-1,12.6,2001-09-11
620,Sodankylä Tähtelä,-1.0,-1,12.4,2001-09-12
621,Sodankylä Tähtelä,0.1,-1,10.3,2001-09-13
622,Sodankylä Tähtelä,9.9,-1,11.3,2001-09-14
623,Sodankylä Tähtelä,4.3,-1,11.2,2001-09-15
624,Sodankylä Tähtelä,6.8,-1,11.2,2001-09-16
625,Sodankylä Tähtelä,-1.0,-1,10.1,2001-09-17
626,Sodankylä Tähtelä,-1.0,-1,9.1,2001-09-18
627,Sodankylä Tähtelä,-1.0,-1,9.5,2001-09-19
628,Sodankylä Tähtelä,0.0,-1,11.8,2001-09-20
629,Sodankylä Tähtelä,0.9,-1,13.1,2001-09-21
630,Sodankylä Tähtelä,0.2,-1,7.0,2001-09-22
631,Sodankylä Tähtelä,-1.0,-1,1.1,2001-09-23
632,Sodankylä Tähtelä,-1.0,-1,0.5,2001-09-24
633,Sodankylä Tähtelä,0.0,-1,3.2,2001-09-25
634,Sodankylä Tähtelä,0.0,-1,1.1,2001-09-26
635,Sodankylä Tähtelä,3.3,-1,1.2,2001-09-27
636,Sodankylä Tähtelä,1.4,4,0.1,2001-09-28
637,Sodankylä Tähtelä,-1.0,2,1.8,2001-09-29
638,Sodankylä Tähtelä,-1.0,-1,-0.4,2001-09-30
639,Sodankylä Tähtelä,11.7,-1,-0.3,2001-10-01
640,Sodankylä Tähtelä,2.8,1,2.6,2001-10-02
641,Sodankylä Tähtelä,1.3,-1,1.8,2001-10-03
642,Sodankylä Tähtelä,0.1,-1,2.6,2001-10-04
643,Sodankylä Tähtelä,0.8,-1,1.6,2001-10-05
644,Sodankylä Tähtelä,0.0,-1,0.8,2001-10-06
645,Sodankylä Tähtelä,2.6,-1,0.3,2001-10-07
646,Sodankylä Tähtelä,5.9,0,2.6,2001-10-08
647,Sodankylä Tähtelä,0.1,-1,1.8,2001-10-09
648,Sodankylä Tähtelä,0.4,-1,1.1,2001-10-10
649,Sodankylä Tähtelä,2.2,-1,0.9,2001-10-11
650,Sodankylä Tähtelä,1.9,-1,2.0,2001-10-12
651,Sodankylä Tähtelä,2.1,-1,4.4,2001-10-13
652,Sodankylä Tähtelä,-1.0,-1,3.6,2001-10-14
653,Sodankylä Tähtelä,0.0,-1,5.4,2001-10-15
654,Sodankylä Tähtelä,0.0,-1,2.5,2001-10-16
655,Sodankylä Tähtelä,1.7,-1,-1.8,2001-10-17
656,Sodankylä Tähtelä,4.5,-1,1.8,2001-10-18
657,Sodankylä Tähtelä,0.4,1,1.4,2001-10-19
658,Sodankylä Tähtelä,0.1,1,-0.1,2001-10-20
659,Sodankylä Tähtelä,6.1,-1,0.6,2001-10-21
660,Sodankylä Tähtelä,-1.0,1,-3.9,2001-10-22
661,Sodankylä Tähtelä,-1.0,1,-4.5,2001-10-23
662,Sodankylä Tähtelä,-1.0,1,-5.1,2001-10-24
663,Sodankylä Tähtelä,0.0,1,-6.7,2001-10-25
664,Sodankylä Tähtelä,-1.0,1,0.5,2001-10-26
665,Sodankylä Tähtelä,8.8,-1,2.9,2001-10-27
666,Sodankylä Tähtelä,1.8,-1,0.2,2001-10-28
667,Sodankylä Tähtelä,0.2,3,-3.1,2001-10-29
668,Sodankylä Tähtelä,0.1,2,-6.1,2001-10-30
669,Sodankylä Tähtelä,0.1,2,-6.2,2001-10-31
670,Sodankylä Tähtelä,0.1,2,-6.6,2001-11-01
671,Sodankylä Tähtelä,0.1,2,-6.5,2001-11-02
672,Sodankylä Tähtelä,0.2,2,-2.0,2001-11-03
673,Sodankylä Tähtelä,1.0,2,-3.7,2001-11-04
674,Sodankylä Tähtelä,-1.0,3,-11.8,2001-11-05
675,Sodankylä Tähtelä,3.5,3,-14.4,2001-11-06
676,Sodankylä Tähtelä,0.0,8,-7.2,2001-11-07
677,Sodankylä Tähtelä,1.0,7,-15.0,2001-11-08
678,Sodankylä Tähtelä,0.5,7,-12.8,2001-11-09
679,Sodankylä Tähtelä,2.1,8,-12.0,2001-11-10
680,Sodankylä Tähtelä,0.6,9,-2.3,2001-11-11
681,Sodankylä Tähtelä,0.0,9,-7.2,2001-11-12
682,Sodankylä Tähtelä,0.3,9,-19.9,2001-11-13
683,Sodankylä Tähtelä,1.8,9,-19.4,2001-11-14
684,Sodankylä Tähtelä,5.3,10,-10.3,2001-11-15
685,Sodankylä Tähtelä,0.9,16,-11.0,2001-11-16
686,Sodankylä Tähtelä,2.5,16,-6.2,2001-11-17
687,Sodankylä Tähtelä,0.1,17,-10.4,2001-11-18
688,Sodankylä Tähtelä,0.1,16,-15.1,2001-11-19
689,Sodankylä Tähtelä,0.1,16,-9.1,2001-11-20
690,Sodankylä Tähtelä,4.3,15,-0.1,2001-11-21
691,Sodankylä Tähtelä,1.0,19,-7.3,2001-11-22
692,Sodankylä Tähtelä,0.0,20,-11.0,2001-11-23
693,Sodankylä Tähtelä,0.2,20,-5.2,2001-11-24
694,Sodankylä Tähtelä,0.4,19,-3.5,2001-11-25
695,Sodankylä Tähtelä,1.0,19,-3.3,2001-11-26
696,Sodankylä Tähtelä,0.3,19,-1.7,2001-11-27
697,Sodankylä Tähtelä,0.4,19,-0.2,2001-11-28
698,Sodankylä Tähtelä,0.1,20,-1.7,2001-11-29
699,Sodankylä Tähtelä,0.3,20,-2.9,2001-11-30
700,Sodankylä Tähtelä,0.1,20,-4.9,2001-12-01
701,Sodankylä Tähtelä,0.3,19,-3.0,2001-12-02
702,Sodankylä Tähtelä,3.8,19,-1.3,2001-12-03
703,Sodankylä Tähtelä,0.2,23,-0.7,2001-12-04
704,Sodankylä Tähtelä,0.0,23,-9.5,2001-12-05
705,Sodankylä Tähtelä,0.2,23,-23.0,2001-12-06
706,Sodankylä Tähtelä,0.2,24,-11.1,2001-12-07
707,Sodankylä Tähtelä,2.0,24,-5.1,2001-12-08
708,Sodankylä Tähtelä,-1.0,25,-3.6,2001-12-09
709,Sodankylä Tähtelä,1.0,25,-9.8,2001-12-10
710,Sodankylä Tähtelä,0.1,24,-3.2,2001-12-11
711,Sodankylä Tähtelä,0.4,23,-1.8,2001-12-12
712,Sodankylä Tähtelä,-1.0,23,-2.5,2001-12-13
713,Sodankylä Tähtelä,-1.0,23,-5.5,2001-12-14
714,Sodankylä Tähtelä,-1.0,23,0.1,2001-12-15
715,Sodankylä Tähtelä,0.0,23,0.0,2001-12-16
716,Sodankylä Tähtelä,0.0,23,-10.4,2001-12-17
717,Sodankylä Tähtelä,0.0,23,-20.6,2001-12-18
718,Sodankylä Tähtelä,-1.0,23,-25.3,2001-12-19
719,Sodankylä Tähtelä,0.0,23,-31.4,2001-12-20
720,Sodankylä Tähtelä,-1.0,23,-33.0,2001-12-21
721,Sodankylä Tähtelä,0.1,23,-29.6,2001-12-22
722,Sodankylä Tähtelä,-1.0,24,-25.7,2001-12-23
723,Sodankylä Tähtelä,0.2,24,-26.9,2001-12-24
724,Sodankylä Tähtelä,0.3,24,-14.5,2001-12-25
725,Sodankylä Tähtelä,0.0,24,-21.8,2001-12-26
726,Sodankylä Tähtelä,0.4,24,-17.7,2001-12-27
727,Sodankylä Tähtelä,1.2,24,-22.1,2001-12-28
728,Sodankylä Tähtelä,0.7,29,-15.6,2001-12-29
729,Sodankylä Tähtelä,-1.0,31,-24.6,2001-12-30
730,Sodankylä Tähtelä,0.0,31,-32.1,2001-12-31
731,Sodankylä Tähtelä,0.1,30,-23.9,2002-01-01
732,Sodankylä Tähtelä,2.5,30,-19.1,2002-01-02
733,Sodankylä Tähtelä,0.4,32,-4.3,2002-01-03
734,Sodankylä Tähtelä,0.5,32,-8.3,2002-01-04
735,Sodankylä Tähtelä,0.0,31,-7.4,2002-01-05
736,Sodankylä Tähtelä,1.7,31,-14.4,2002-01-06
737,Sodankylä Tähtelä,3.1,33,-11.3,2002-01-07
738,Sodankylä Tähtelä,-1.0,35,-3.3,2002-01-08
739,Sodankylä Tähtelä,0.0,35,-1.7,2002-01-09
740,Sodankylä Tähtelä,0.2,32,2.0,2002-01-10
741,Sodankylä Tähtelä,0.0,32,4.4,2002-01-11
742,Sodankylä Tähtelä,0.0,31,-3.7,2002-01-12
743,Sodankylä Tähtelä,1.7,31,-4.2,2002-01-13
744,Sodankylä Tähtelä,0.5,32,-1.4,2002-01-14
745,Sodankylä Tähtelä,3.3,32,-16.2,2002-01-15
746,Sodankylä Tähtelä,0.1,36,-9.3,2002-01-16
747,Sodankylä Tähtelä,0.1,36,-12.4,2002-01-17
748,Sodankylä Tähtelä,1.0,35,-14.1,2002-01-18
749,Sodankylä Tähtelä,-1.0,36,-17.6,2002-01-19
750,Sodankylä Tähtelä,0.1,36,-29.7,2002-01-20
751,Sodankylä Tähtelä,0.1,36,-31.8,2002-01-21
752,Sodankylä Tähtelä,0.1,36,-27.0,2002-01-22
753,Sodankylä Tähtelä,2.3,36,-20.4,2002-01-23
754,Sodankylä Tähtelä,0.0,36,-29.0,2002-01-24
755,Sodankylä Tähtelä,0.6,36,-26.3,2002-01-25
756,Sodankylä Tähtelä,3.6,37,-14.5,2002-01-26
757,Sodankylä Tähtelä,0.7,41,-8.8,2002-01-27
758,Sodankylä Tähtelä,0.1,41,-18.0,2002-01-28
759,Sodankylä Tähtelä,0.1,41,-26.5,2002-01-29
760,Sodankylä Tähtelä,0.0,41,-24.3,2002-01-30
761,Sodankylä Tähtelä,-1.0,41,-23.6,2002-01-31
762,Sodankylä Tähtelä,0.1,41,-26.0,2002-02-01
763,Sodankylä Tähtelä,2.1,41,-19.3,2002-02-02
764,Sodankylä Tähtelä,0.2,43,-11.6,2002-02-03
765,Sodankylä Tähtelä,3.4,43,-2.8,2002-02-04
766,Sodankylä Tähtelä,0.5,45,-1.5,2002-02-05
767,Sodankylä Tähtelä,0.4,45,-4.4,2002-02-06
768,Sodankylä Tähtelä,2.1,43,-9.8,2002-02-07
769,Sodankylä Tähtelä,2.9,48,-10.6,2002-02-08
770,Sodankylä Tähtelä,1.6,53,-7.6,2002-02-09
771,Sodankylä Tähtelä,1.4,54,-2.6,2002-02-10
772,Sodankylä Tähtelä,1.1,53,-5.6,2002-02-11
773,Sodankylä Tähtelä,2.7,53,-9.3,2002-02-12
774,Sodankylä Tähtelä,0.0,55,-9.0,2002-02-13
775,Sodankylä Tähtelä,1.2,55,-14.1,2002-02-14
776,Sodankylä Tähtelä,1.5,55,-3.3,2002-02-15
777,Sodankylä Tähtelä,1.6,56,-2.3,2002-02-16
778,Sodankylä Tähtelä,-1.0,56,-9.2,2002-02-17
779,Sodankylä Tähtelä,0.2,56,-10.1,2002-02-18
780,Sodankylä Tähtelä,1.5,56,-7.5,2002-02-19
781,Sodankylä Tähtelä,-1.0,55,-23.8,2002-02-20
782,Sodankylä Tähtelä,0.0,55,-21.6,2002-02-21
783,Sodankylä Tähtelä,6.6,55,-12.3,2002-02-22
784,Sodankylä Tähtelä,6.6,64,-6.5,2002-02-23
785,Sodankylä Tähtelä,3.3,69,-6.2,2002-02-24
786,Sodankylä Tähtelä,0.0,73,-11.0,2002-02-25
787,Sodankylä Tähtelä,0.8,72,-12.4,2002-02-26
788,Sodankylä Tähtelä,1.1,71,-4.8,2002-02-27
789,Sodankylä Tähtelä,2.0,72,-6.4,2002-02-28
790,Sodankylä Tähtelä,0.0,73,-9.2,2002-03-01
791,Sodankylä Tähtelä,0.1,71,-21.3,2002-03-02
792,Sodankylä Tähtelä,0.1,70,-24.5,2002-03-03
793,Sodankylä Tähtelä,0.1,69,-23.0,2002-03-04
794,Sodankylä Tähtelä,0.8,69,-12.6,2002-03-05
795,Sodankylä Tähtelä,0.1,69,-12.7,2002-03-06
796,Sodankylä Tähtelä,0.1,68,-14.2,2002-03-07
797,Sodankylä Tähtelä,-1.0,68,-10.2,2002-03-08
798,Sodankylä Tähtelä,-1.0,67,-12.7,2002-03-09
799,Sodankylä Tähtelä,0.0,66,-15.0,2002-03-10
800,Sodankylä Tähtelä,0.0,66,-10.0,2002-03-11
801,Sodankylä Tähtelä,0.1,65,-17.2,2002-03-12
802,Sodankylä Tähtelä,-1.0,65,-14.4,2002-03-13
803,Sodankylä Tähtelä,-1.0,65,-8.5,2002-03-14
804,Sodankylä Tähtelä,-1.0,65,0.1,2002-03-15
805,Sodankylä Tähtelä,0.0,64,-1.2,2002-03-16
806,Sodankylä Tähtelä,0.1,63,-5.1,2002-03-17
807,Sodankylä Tähtelä,2.9,62,-4.6,2002-03-18
808,Sodankylä Tähtelä,12.7,64,0.1,2002-03-19
809,Sodankylä Tähtelä,5.8,75,0.0,2002-03-20
810,Sodankylä Tähtelä,1.0,78,0.1,2002-03-21
811,Sodankylä Tähtelä,0.1,76,-3.6,2002-03-22
812,Sodankylä Tähtelä,0.0,74,-7.4,2002-03-23
813,Sodankylä Tähtelä,-1.0,73,-6.2,2002-03-24
814,Sodankylä Tähtelä,0.8,72,-6.2,2002-03-25
815,Sodankylä Tähtelä,-1.0,72,0.1,2002-03-26
816,Sodankylä Tähtelä,-1.0,70,-1.4,2002-03-27
817,Sodankylä Tähtelä,0.2,70,-0.3,2002-03-28
818,Sodankylä Tähtelä,0.4,69,0.9,2002-03-29
819,Sodankylä Tähtelä,0.0,68,-2.5,2002-03-30
820,Sodankylä Tähtelä,0.0,68,-4.8,2002-03-31
821,Sodankylä Tähtelä,-1.0,68,-6.6,2002-04-01
822,Sodankylä Tähtelä,-1.0,67,-3.1,2002-04-02
823,Sodankylä Tähtelä,-1.0,67,0.3,2002-04-03
824,Sodankylä Tähtelä,0.0,66,-2.4,2002-04-04
825,Sodankylä Tähtelä,0.0,66,-0.5,2002-04-05
826,Sodankylä Tähtelä,0.0,66,1.3,2002-04-06
827,Sodankylä Tähtelä,0.0,65,1.1,2002-04-07
828,Sodankylä Tähtelä,0.0,61,0.5,2002-04-08
829,Sodankylä Tähtelä,0.1,61,1.7,2002-04-09
830,Sodankylä Tähtelä,0.1,59,1.4,2002-04-10
831,Sodankylä Tähtelä,0.0,57,3.6,2002-04-11
832,Sodankylä Tähtelä,0.7,55,2.0,2002-04-12
833,Sodankylä Tähtelä,21.8,51,0.5,2002-04-13
834,Sodankylä Tähtelä,0.4,64,-1.5,2002-04-14
835,Sodankylä Tähtelä,-1.0,62,-2.4,2002-04-15
836,Sodankylä Tähtelä,-1.0,61,-4.0,2002-04-16
837,Sodankylä Tähtelä,-1.0,61,-4.4,2002-04-17
838,Sodankylä Tähtelä,0.3,60,-4.7,2002-04-18
