Unnamed: 0,Observation station,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],Date
844,Ilomantsi Mekrijärvi,-1.0,35.0,5.6,2002-04-24
845,Ilomantsi Mekrijärvi,-1.0,31.0,6.4,2002-04-25
846,Ilomantsi Mekrijärvi,-1.0,28.0,7.2,2002-04-26
847,Ilomantsi Mekrijärvi,-1.0,36.4,9.9,2002-04-27
848,Ilomantsi Mekrijärvi,1.3,36.4,10.2,2002-04-28
849,Ilomantsi Mekrijärvi,6.4,-1.0,8.5,2002-04-29
850,Ilomantsi Mekrijärvi,-1.0,-1.0,8.4,2002-04-30
851,Ilomantsi Mekrijärvi,-1.0,0.0,12.9,2002-05-01
852,Ilomantsi Mekrijärvi,-1.0,-1.0,12.4,2002-05-02
853,Ilomantsi Mekrijärvi,-1.0,-1.0,13.4,2002-05-03
854,Ilomantsi Mekrijärvi,32.6,-1.0,10.9,2002-05-04
855,Ilomantsi Mekrijärvi,1.0,-1.0,7.2,2002-05-05
856,Ilomantsi Mekrijärvi,-1.0,-1.0,8.7,2002-05-06
857,Ilomantsi Mekrijärvi,-1.0,-1.0,7.6,2002-05-07
858,Ilomantsi Mekrijärvi,-1.0,-1.0,13.0,2002-05-08
859,Ilomantsi Mekrijärvi,-1.0,-1.0,9.3,2002-05-09
860,Ilomantsi Mekrijärvi,-1.0,-1.0,5.6,2002-05-10
861,Ilomantsi Mekrijärvi,-1.0,-1.0,9.4,2002-05-11
862,Ilomantsi Mekrijärvi,-1.0,-1.0,12.8,2002-05-12
863,Ilomantsi Mekrijärvi,3.1,-1.0,12.4,2002-05-13
864,Ilomantsi Mekrijärvi,0.3,-1.0,10.3,2002-05-14
865,Ilomantsi Mekrijärvi,-1.0,-1.0,14.6,2002-05-15
866,Ilomantsi Mekrijärvi,8.7,-1.0,14.2,2002-05-16
867,Ilomantsi Mekrijärvi,5.0,-1.0,6.9,2002-05-17
868,Ilomantsi Mekrijärvi,2.3,-1.0,1.2,2002-05-18
869,Ilomantsi Mekrijärvi,-1.0,-1.0,0.6,2002-05-19
870,Ilomantsi Mekrijärvi,-1.0,-1.0,5.3,2002-05-20
871,Ilomantsi Mekrijärvi,-1.0,-1.0,11.1,2002-05-21
872,Ilomantsi Mekrijärvi,2.5,-1.0,7.2,2002-05-22
873,Ilomantsi Mekrijärvi,0.5,1.0,2.2,2002-05-23
874,Ilomantsi Mekrijärvi,-1.0,-1.0,3.1,2002-05-24
875,Ilomantsi Mekrijärvi,-1.0,-1.0,6.9,2002-05-25
876,Ilomantsi Mekrijärvi,-1.0,-1.0,9.0,2002-05-26
877,Ilomantsi Mekrijärvi,-1.0,-1.0,8.4,2002-05-27
878,Ilomantsi Mekrijärvi,-1.0,-1.0,10.0,2002-05-28
