Direct solar radiation mean [W/m2],Date,monthly_mean
1.0,2022-10-16,48.012903225806454
19.1,2022-10-17,48.012903225806454
62.1,2022-10-18,48.012903225806454
4.5,2022-10-19,48.012903225806454
36.8,2022-10-20,48.012903225806454
23.4,2022-10-21,48.012903225806454
0.8,2022-10-22,48.012903225806454
92.2,2022-10-23,48.012903225806454
59.4,2022-10-24,48.012903225806454
59.1,2022-10-25,48.012903225806454
1.3,2022-10-26,48.012903225806454
1.5,2022-10-27,48.012903225806454
0.9,2022-10-28,48.012903225806454
0.6,2022-10-29,48.012903225806454
147.2,2022-10-30,48.012903225806454
110.5,2022-10-31,48.012903225806454
