Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2001-12-30,-1,29,-28,9
2001-12-31,-1,28,-34.5,1
2002-01-01,0,28,-32.7,8
2002-01-02,4,28,-22.5,8
2002-01-03,0.9,31,-5.7,8
2002-01-04,0,32,-4.7,8
2002-01-05,-1,32,-11.6,8
2002-01-06,0.5,32,-24.5,1
2002-01-07,4.7,32,-17.4,8
2002-01-08,-1,36,-4.8,8
2002-01-09,-1,36,-2.5,0
2002-01-10,0.6,36,0,7
2002-01-11,-1,35,3.4,7
2002-01-12,-1,34,-2.5,3
2002-01-13,1.7,34,-8.1,3
2002-01-14,2.7,34,0.9,8
2002-01-15,3.9,34,-15.1,0
2002-01-16,0.4,39,-6.6,9
2002-01-17,-1,39,-7,8
2002-01-18,2.6,39,-14,8
2002-01-19,1.1,41,-12.1,7
2002-01-20,0,41,-24,1
2002-01-21,-1,41,-26.2,7
2002-01-22,0.2,41,-35.4,7
2002-01-23,4.7,41,-22.3,7
2002-01-24,-1,45,-24.6,8
2002-01-25,5.9,44,-27.1,1
2002-01-26,1.1,47,-16.6,8
2002-01-27,2.7,48,-12.9,8
2002-01-28,0.1,50,-13.8,7
2002-01-29,0.2,49,-19.9,8
2002-01-30,0.1,49,-13.4,8
2002-01-31,-1,49,-21.5,7
2002-02-01,-1,49,-29.9,0
2002-02-02,1.3,49,-24.6,7
2002-02-03,0.5,50,-12.7,8
2002-02-04,7,50,-5.3,1
2002-02-05,0.3,51,-0.4,8
2002-02-06,1.2,51,-5.5,8
2002-02-07,0.8,51,-9.9,9
2002-02-08,0.5,52,-11.2,9
2002-02-09,3,52,-9,9
2002-02-10,1.7,55,-2.6,9
2002-02-11,0.7,55,-5.3,9
2002-02-12,0.8,55,-8.1,9
2002-02-13,0.2,55,-10.5,9
2002-02-14,0.4,55,-11.6,9
2002-02-15,2,55,-4.4,9
2002-02-16,0.6,56,-1.9,9
2002-02-17,-1,55,-2.1,9
2002-02-18,3.2,55,-8.3,9
2002-02-19,6,57,-3.6,8
2002-02-20,-1,64,-18.3,3
2002-02-21,-1,63,-28.4,0
2002-02-22,2.1,63,-17.8,0
2002-02-23,2.6,65,-6.4,8
2002-02-24,0.5,67,-4.6,7
2002-02-25,-1,66,-9.8,8
2002-02-26,0,65,-10.7,1
2002-02-27,2.5,64,-4,9
2002-02-28,1.1,67,-4.9,8
2002-03-01,0.3,67,-5.6,8
2002-03-02,0.1,66,-14.9,0
2002-03-03,0,66,-13.3,8
2002-03-04,0.1,65,-21.2,3
2002-03-05,3.5,65,-16.6,3
2002-03-06,0.5,70,-10.3,8
2002-03-07,0,70,-12.3,7
2002-03-08,0,69,-8,8
2002-03-09,-1,69,-9.9,0
2002-03-10,-1,68,-10.8,7
2002-03-11,0,67,-10.7,8
2002-03-12,-1,67,-15.3,3
2002-03-13,-1,67,-17.8,5
2002-03-14,-1,67,-18.1,7
2002-03-15,-1,66,-2.9,8
2002-03-16,-1,62,-1,0
2002-03-17,-1,62,-1.8,7
2002-03-18,6,62,-4.7,0
2002-03-19,6.6,64,1.4,7
2002-03-20,-1,63,2.9,7
2002-03-21,0.3,60,1.3,7
2002-03-22,0,59,0,8
2002-03-23,-1,57,-4.9,0
2002-03-24,-1,57,-2.9,7
2002-03-25,4,57,-4.8,7
2002-03-26,-1,60,1,8
2002-03-27,0.7,58,-0.6,0
2002-03-28,2,58,0.5,0
2002-03-29,0.9,58,2.9,0
2002-03-30,0.2,58,-4.3,0
2002-03-31,-1,58,-7.1,8
2002-04-01,-1,58,-8.4,8
2002-04-02,-1,58,-9.6,0
2002-04-03,-1,58,-4.8,3
2002-04-04,-1,58,-5.8,7
2002-04-05,-1,58,-6,1
2002-04-06,1,58,-0.8,8
2002-04-07,0.5,60,1.3,8
2002-04-08,0.1,58,0.7,8
2002-04-09,-1,58,2,7
2002-04-10,-1,57,3.2,7
2002-04-11,0.2,56,5,7
2002-04-12,-1,52,3.5,1
2002-04-13,3,48,4.9,7
2002-04-14,2.1,43,0.5,7
2002-04-15,-1,43,-0.8,8
2002-04-16,-1,42,-0.3,8
2002-04-17,-1,41,-2,0
2002-04-18,1.2,41,-4.6,0
2002-04-19,4.7,42,0.4,7
2002-04-20,-1,47,3,8
2002-04-21,-1,41,3.8,0
2002-04-22,-1,36,6.3,1
2002-04-23,0.4,32,5.8,7
2002-04-24,0,28,3.2,7
2002-04-25,-1,25,5.9,7
2002-04-26,0,20,5.9,7
2002-04-27,-1,14,8.7,7
2002-04-28,0,6,8.9,0
2002-04-29,-1,0,11.2,7
2002-04-30,-1,-1,6.5,1
2002-05-01,1.6,-1,7.2,0
2002-05-02,0.5,-1,7.7,7
2002-05-03,5.5,-1,9,1
2002-05-04,2,-1,7.9,7
2002-05-05,-1,-1,7.4,5
2002-05-06,0.1,-1,4,7
2002-05-07,0.4,-1,5.3,1
2002-05-08,-1,-1,10.7,8
2002-05-09,0.4,-1,5,1
2002-05-10,-1,-1,2.1,3
2002-05-11,0.7,-1,4.7,8
2002-05-12,-1,-1,10.5,7
2002-05-13,3.7,-1,5.2,8
2002-05-14,0.1,-1,5.3,7
2002-05-15,1,-1,12.2,8
2002-05-16,9.6,-1,5.6,7
2002-05-17,1.4,5,1.5,8
2002-05-18,0.1,-1,1,8
2002-05-19,-1,-1,1.3,7
2002-05-20,0.3,-1,4.1,7
2002-05-21,0.2,-1,5.2,8
2002-05-22,-1,-1,4.4,1
2002-05-23,0,-1,4,0
2002-05-24,-1,-1,1,0
2002-05-25,-1,-1,5,7
2002-05-26,-1,-1,6.2,7
2002-05-27,-1,-1,8.3,0
2002-05-28,-1,-1,12.3,0
2002-05-29,-1,-1,16.4,0
2002-05-30,-1,-1,17.2,0
2002-05-31,-1,-1,17.6,0
2002-06-01,-1,-1,17,0
2002-06-02,-1,-1,14.6,0
2002-06-03,0,-1,11.6,0
2002-06-04,-1,-1,11.1,0
2002-06-05,7.1,-1,11.6,0
2002-06-06,11.2,-1,16.5,0
2002-06-07,0.5,-1,15.9,7
2002-06-08,0.2,-1,14.4,8
2002-06-09,-1,-1,14.3,7
2002-06-10,-1,-1,18.5,0
2002-06-11,-1,-1,20.4,1
2002-06-12,-1,-1,20,0
2002-06-13,2.9,-1,15.9,7
2002-06-14,0.1,-1,9.3,8
2002-06-15,-1,-1,12.9,0
2002-06-16,-1,-1,15.4,0
2002-06-17,-1,-1,13.6,7
2002-06-18,1.5,-1,15.3,0
2002-06-19,11.6,-1,13.8,0
2002-06-20,0.5,-1,14.7,7
2002-06-21,0.4,-1,15.8,3
2002-06-22,-1,-1,10.9,7
2002-06-23,2.4,-1,9.8,0
2002-06-24,7.5,-1,8.5,7
2002-06-25,0.4,-1,8.4,3
2002-06-26,-1,-1,10.6,0
2002-06-27,0,-1,13.1,0
2002-06-28,13.2,-1,13.4,8
2002-06-29,2.8,-1,13.7,8
2002-06-30,4.4,-1,12.7,0
2002-07-01,21.2,-1,13.8,3
2002-07-02,0.1,-1,13.9,5
2002-07-03,9,-1,13.8,1
2002-07-04,4.1,-1,17,1
2002-07-05,0.1,-1,19.8,7
2002-07-06,0.5,-1,19.3,1
2002-07-07,2.9,-1,17.8,7
2002-07-08,3,-1,16.5,3
2002-07-09,2.4,-1,14.5,8
2002-07-10,0.1,-1,18.6,1
2002-07-11,-1,-1,17.9,7
2002-07-12,5.1,-1,13.8,7
2002-07-13,0.7,-1,13.5,8
2002-07-14,-1,-1,16.4,0
2002-07-15,0.1,-1,16.9,8
2002-07-16,0,-1,14.2,0
2002-07-17,-1,-1,17.4,0
2002-07-18,14.6,-1,15.7,0
2002-07-19,0.1,-1,15.6,7
2002-07-20,1.1,-1,15,7
2002-07-21,7.2,-1,15.2,0
2002-07-22,0.1,-1,15.4,0
2002-07-23,7.3,-1,16.2,3
2002-07-24,0.7,-1,18.4,7
2002-07-25,4.1,-1,17.3,3
2002-07-26,5.5,-1,15.5,0
2002-07-27,0.1,-1,17.5,7
2002-07-28,0,-1,17.5,0
2002-07-29,0.2,-1,18.6,0
2002-07-30,-1,-1,14.9,0
2002-07-31,0.2,-1,13.8,0
2002-08-01,0,-1,13.4,7
2002-08-02,-1,-1,11.6,5
2002-08-03,-1,-1,10.6,7
2002-08-04,-1,-1,8.8,7
2002-08-05,-1,-1,11.2,8
2002-08-06,0.7,-1,13.4,7
2002-08-07,0,-1,11.6,8
2002-08-08,0.3,-1,12,8
2002-08-09,0.2,-1,15.1,8
2002-08-10,0.5,-1,14.7,5
2002-08-11,0.4,-1,13.3,7
2002-08-12,-1,-1,11,0
2002-08-13,-1,-1,12.8,0
2002-08-14,19.1,-1,13.1,5
2002-08-15,1,-1,15,8
2002-08-16,0.2,-1,12.3,7
2002-08-17,1.4,-1,12.1,0
2002-08-18,6.2,-1,13.3,0
2002-08-19,0.1,-1,19,7
2002-08-20,-1,-1,11.9,1
2002-08-21,-1,-1,11.7,0
2002-08-22,-1,-1,14.3,0
2002-08-23,4.2,-1,16.7,7
2002-08-24,0.2,-1,12.4,8
2002-08-25,-1,-1,11.8,0
2002-08-26,-1,-1,15,0
2002-08-27,-1,-1,14.5,5
2002-08-28,7.1,-1,14.9,0
2002-08-29,3.9,-1,11.2,5
2002-08-30,4.7,-1,13.3,7
2002-08-31,1,-1,12.6,7
2002-09-01,1.8,-1,10.3,7
2002-09-02,3.3,-1,10.5,5
2002-09-03,-1,-1,13,7
2002-09-04,2.7,-1,10.2,0
2002-09-05,0.2,-1,12.9,7
2002-09-06,0.4,-1,13.6,7
2002-09-07,2.2,-1,10.8,7
2002-09-08,-1,-1,8.4,8
2002-09-09,-1,-1,8.7,8
2002-09-10,-1,-1,6.8,1
2002-09-11,0.1,-1,8.3,7
2002-09-12,0.8,-1,8.2,0
2002-09-13,9.7,-1,9.4,7
2002-09-14,0.2,-1,6.8,8
2002-09-15,-1,-1,2.3,7
2002-09-16,2.7,-1,4.3,8
2002-09-17,1.2,-1,5.6,7
2002-09-18,0.5,-1,2.8,0
2002-09-19,0.3,-1,0.4,0
2002-09-20,0,-1,0.1,7
2002-09-21,0.1,-1,0.2,7
2002-09-22,2,-1,2.3,8
2002-09-23,0.2,-1,2.1,7
2002-09-24,5.6,-1,2.3,5
2002-09-25,1.8,-1,1.5,9
2002-09-26,0,-1,-0.7,1
2002-09-27,0,-1,0,1
2002-09-28,5,-1,3.8,7
2002-09-29,0.1,-1,4.2,7
2002-09-30,1.4,-1,1.3,7
2002-10-01,0,-1,0.5,7
2002-10-02,1.4,-1,-0.5,5
2002-10-03,0.4,0,0.3,3
2002-10-04,0.1,0,0,8
2002-10-05,0,0,0.4,7
2002-10-06,0.1,0,0.5,7
2002-10-07,0.1,0,0.8,8
2002-10-08,0,-1,0.9,8
2002-10-09,0.3,-1,0,8
2002-10-10,0.6,0,0.7,8
2002-10-11,1,-1,0.8,7
2002-10-12,-1,-1,0.5,7
2002-10-13,0,-1,1.1,8
2002-10-14,0,0,-0.7,8
2002-10-15,0.2,-1,-2.3,8
2002-10-16,0.2,0,-4.9,7
2002-10-17,-1,0,-11.6,0
2002-10-18,0,0,-8.1,8
2002-10-19,0.1,0,-5.8,1
2002-10-20,0.2,0,-4.2,8
2002-10-21,0.8,0,-4.2,7
2002-10-22,0.5,1,-5.7,8
2002-10-23,-1,1,-3.7,8
2002-10-24,0.4,1,-3.6,8
2002-10-25,0.2,2,-0.9,7
2002-10-26,-1,1,2.1,7
2002-10-27,-1,0,-1.8,0
2002-10-28,3.8,0,-1.2,8
2002-10-29,3.3,8,-1.7,7
2002-10-30,2.1,11,-2.4,8
2002-10-31,-1,12,-12.7,0
2002-11-01,-1,11,-18.4,8
2002-11-02,-1,10,-18.7,8
2002-11-03,0.7,10,-16.5,8
2002-11-04,-1,10,-10.4,3
2002-11-05,0.8,10,-9.9,3
2002-11-06,0.6,11,-2.1,8
2002-11-07,-1,12,-7.7,8
2002-11-08,-1,11,-16.3,8
2002-11-09,-1,11,-17.7,9
2002-11-10,0.2,11,-14.4,7
2002-11-11,1.3,12,-12.7,7
2002-11-12,8.8,13,-4.7,7
2002-11-13,1.2,24,-3.7,7
2002-11-14,0.2,23,-8.9,7
2002-11-15,0.1,22,-6.4,7
2002-11-16,0.3,21,-6.7,8
2002-11-17,2.9,21,-6.2,8
2002-11-18,1.7,24,-5.9,8
2002-11-19,0.2,24,-10.2,8
2002-11-20,0.2,23,-16.4,7
2002-11-21,0.2,23,-19.2,8
2002-11-22,0.1,22,-10.5,8
2002-11-23,-1,22,-18.1,9
2002-11-24,-1,22,-23.9,8
2002-11-25,1.1,22,-26,7
2002-11-26,-1,23,-12.8,8
2002-11-27,3,23,-7.3,8
2002-11-28,0,27,-27.1,5
2002-11-29,0,25,-29.6,9
2002-11-30,-1,25,-33.8,0
2002-12-01,-1,25,-28.7,0
2002-12-02,0,25,-20.8,5
2002-12-03,0,25,-14.7,8
2002-12-04,0.2,25,-13.9,8
2002-12-05,0.4,25,-11.7,7
2002-12-06,0.3,26,-17.3,8
2002-12-07,0.3,26,-13.3,8
2002-12-08,0.1,27,-10.8,8
2002-12-09,0,27,-13.1,8
2002-12-10,2.6,26,-11.3,3
2002-12-11,3.5,29,-2,8
2002-12-12,0.1,31,-11.8,7
2002-12-13,-1,31,-8.3,8
2002-12-14,-1,31,-7.8,0
2002-12-15,-1,30,-8.5,7
2002-12-16,0.5,30,-5.3,5
2002-12-17,1,31,-5.8,8
2002-12-18,1.9,30,-7.9,8
2002-12-19,0.4,34,-16,7
2002-12-20,11,34,-20.9,0
2002-12-21,0.2,45,-11.3,8
2002-12-22,-1,44,-16.2,1
2002-12-23,-1,43,-16.2,5
2002-12-24,-1,43,-29.2,0
2002-12-25,-1,43,-30.3,0
2002-12-26,0.1,43,-31.5,0
2002-12-27,-1,42,-33.7,0
2002-12-28,-1,41,-36,7
2002-12-29,0.8,41,-37.6,8
2002-12-30,1.9,40,-31.8,7
2002-12-31,1.7,41,-28.9,5
2003-01-01,0.7,43,-20.2,8
2003-01-02,0.4,43,-18.6,7
2003-01-03,-1,43,-29.5,0
2003-01-04,-1,42,-24.3,7
2003-01-05,-1,42,-30.3,1
2003-01-06,0,47,-37.6,9
2003-01-07,0.6,41,-33.4,5
2003-01-08,3.2,42,-23.6,7
2003-01-09,-1,45,-30,7
2003-01-10,0,44,-33,1
2003-01-11,1.2,44,-18.7,3
2003-01-12,3.7,47,-26.5,0
2003-01-13,0.3,52,-16.7,8
2003-01-14,2.9,51,-15.4,1
2003-01-15,3.5,54,-21.7,7
2003-01-16,0.3,58,-14.5,7
2003-01-17,11,57,-24.9,1
2003-01-18,6.1,66,-11.8,8
2003-01-19,5.3,71,-12.3,7
2003-01-20,0.8,73,-27.3,0
2003-01-21,6.8,73,-12,8
2003-01-22,1.7,75,-1.4,8
2003-01-23,1.8,74,-3.5,7
2003-01-24,1.1,75,-11.5,0
2003-01-25,0.7,74,-10.6,7
2003-01-26,13.5,73,-16.5,0
2003-01-27,-1,86,-18.1,8
2003-01-28,-1,85,-30.2,1
2003-01-29,-1,83,-28.8,8
2003-01-30,-1,82,-36.2,7
2003-01-31,-1,81,-37.4,8
2003-02-01,2.3,80,-30,8
2003-02-02,3.6,84,-14.1,7
2003-02-03,0.8,87,-8.9,8
2003-02-04,-1,84,-25.1,5
2003-02-05,0.7,83,-26.9,7
2003-02-06,0.7,83,-18.7,7
2003-02-07,-1,84,-23.1,7
2003-02-08,3.6,83,-10.4,8
2003-02-09,0.2,83,-2.1,7
2003-02-10,2.5,82,-0.4,8
2003-02-11,0,81,-1.8,8
2003-02-12,0.2,80,-3.1,8
2003-02-13,4.1,78,-2.3,7
2003-02-14,-1,83,-8,7
2003-02-15,-1,81,-8.7,8
2003-02-16,0,80,-0.7,8
2003-02-17,-1,79,-0.3,5
2003-02-18,-1,78,-1,8
2003-02-19,-1,75,0.6,7
2003-02-20,-1,74,-6.7,5
2003-02-21,-1,74,-9.9,7
2003-02-22,-1,74,-6.5,7
2003-02-23,-1,73,-3.7,8
2003-02-24,-1,73,-5.3,0
2003-02-25,0,72,-4.4,8
2003-02-26,0.1,71,-3.1,8
2003-02-27,0.2,70,-2.1,8
2003-02-28,-1,70,-5.6,8
2003-03-01,0,70,-13.3,1
2003-03-02,0.2,69,-5.9,8
2003-03-03,0.7,69,-7.5,8
2003-03-04,-1,74,-7.9,8
2003-03-05,1.3,73,-7.8,7
2003-03-06,3.2,73,-3.6,7
2003-03-07,0.6,74,-1.9,7
2003-03-08,0.2,73,0.8,7
2003-03-09,0.4,70,0,8
2003-03-10,1.2,70,0,7
2003-03-11,8,70,0.4,7
2003-03-12,1.6,77,-3.6,9
2003-03-13,-1,77,-9.3,0
2003-03-14,-1,76,1.7,0
2003-03-15,0.1,75,-1.2,3
2003-03-16,2.8,74,-6.1,0
2003-03-17,0,76,-0.9,8
2003-03-18,0,75,-1.1,7
2003-03-19,0,74,-5.3,1
2003-03-20,-1,73,-12.4,1
2003-03-21,1,71,-10.2,1
2003-03-22,-1,73,2.2,8
2003-03-23,-1,71,1.5,1
2003-03-24,0.4,70,-2.5,0
2003-03-25,-1,70,-5.2,1
2003-03-26,-1,70,1.3,7
2003-03-27,0,67,3.7,7
2003-03-28,0.1,64,0,5
2003-03-29,2.5,64,-4.8,9
2003-03-30,0.9,66,-3.3,8
2003-03-31,-1,68,-13,3
2003-04-01,0,67,-12.3,0
2003-04-02,0,66,-4.1,8
2003-04-03,1.1,66,-4.6,8
2003-04-04,-1,67,-6.1,1
2003-04-05,0,66,-8.9,7
2003-04-06,-1,65,-9.3,3
2003-04-07,0,65,-10.9,0
2003-04-08,-1,64,-9.7,0
2003-04-09,-1,64,-6.5,0
2003-04-10,0,64,-2.2,0
2003-04-11,-1,62,0,0
2003-04-12,-1,61,0.7,0
2003-04-13,0,59,2.5,7
2003-04-14,-1,57,2.4,8
2003-04-15,0.4,55,2.5,5
2003-04-16,2.5,51,3,8
2003-04-17,-1,48,3.1,3
2003-04-18,-1,42,3.6,7
2003-04-19,-1,40,5.7,5
2003-04-20,-1,35,6.8,0
2003-04-21,0.6,30,6,0
2003-04-22,-1,26,2,7
2003-04-23,0,25,-3.3,8
2003-04-24,0,25,-5.7,0
2003-04-25,0,24,-5.3,3
2003-04-26,-1,24,-3.3,8
2003-04-27,1.8,23,-1.9,3
2003-04-28,0.8,26,1.4,8
2003-04-29,2.8,25,0.4,8
2003-04-30,1.6,24,-1.3,0
2003-05-01,0.7,27,0.2,8
2003-05-02,0,23,1.9,8
2003-05-03,0.5,21,1,8
2003-05-04,-1,21,1.3,1
2003-05-05,2.2,20,3.3,1
2003-05-06,1,17,4.9,8
2003-05-07,0.6,13,3.7,8
2003-05-08,0.4,12,3,0
2003-05-09,-1,8,3.6,1
2003-05-10,1.7,5,3.4,1
2003-05-11,-1,2,6.4,7
2003-05-12,-1,0,7.2,0
2003-05-13,0,-1,10.5,3
2003-05-14,0.7,-1,12.5,8
2003-05-15,0.5,-1,12,7
2003-05-16,10.9,-1,5.3,7
2003-05-17,0.7,-1,9.5,7
2003-05-18,0,-1,8.2,8
2003-05-19,1.6,-1,9.1,7
2003-05-20,-1,-1,9.5,8
2003-05-21,2.1,-1,11.9,8
2003-05-22,5.1,-1,10.2,7
2003-05-23,1.3,-1,8.3,7
2003-05-24,0.2,-1,6.2,8
2003-05-25,0,-1,9.8,3
2003-05-26,14.2,-1,10.8,1
2003-05-27,2,-1,12.7,7
2003-05-28,1.8,-1,6.9,7
2003-05-29,0.2,-1,6,0
2003-05-30,6,-1,8.7,7
2003-05-31,2.9,-1,5.1,3
2003-06-01,-1,-1,3.9,8
2003-06-02,-1,-1,5.7,1
2003-06-03,3.3,-1,9.2,0
2003-06-04,3,-1,8.2,8
2003-06-05,-1,-1,6,1
2003-06-06,-1,-1,7.5,1
2003-06-07,2.8,-1,10.3,0
2003-06-08,4.2,-1,9.9,8
2003-06-09,2.4,-1,7.8,8
2003-06-10,0,-1,7.6,8
2003-06-11,0,-1,6.2,0
2003-06-12,0.1,-1,6.5,8
2003-06-13,-1,-1,5.1,0
2003-06-14,0.3,-1,6.1,7
2003-06-15,0.3,-1,8.6,8
2003-06-16,-1,-1,7.2,7
2003-06-17,-1,-1,8.2,0
2003-06-18,0.2,-1,10.6,7
2003-06-19,0.7,-1,11.6,8
2003-06-20,0.3,-1,11.8,1
2003-06-21,0.1,-1,11.6,5
2003-06-22,-1,-1,12.8,3
2003-06-23,-1,-1,13.6,0
2003-06-24,-1,-1,14.1,0
2003-06-25,4.7,-1,14.3,0
2003-06-26,-1,-1,14.2,1
2003-06-27,0,-1,13.9,0
2003-06-28,0,-1,12.4,3
2003-06-29,-1,-1,13.7,1
2003-06-30,-1,-1,15,0
2003-07-01,-1,-1,16.6,0
2003-07-02,-1,-1,19.2,0
2003-07-03,0.1,-1,21,7
2003-07-04,2.4,-1,18.2,5
2003-07-05,-1,-1,15.3,8
2003-07-06,-1,-1,13.8,7
2003-07-07,-1,-1,11.8,8
2003-07-08,-1,-1,12.4,7
2003-07-09,6.2,-1,12.9,0
2003-07-10,0.7,-1,11.3,8
2003-07-11,3.3,-1,14.1,8
2003-07-12,0.1,-1,19,8
2003-07-13,0.1,-1,21.9,1
2003-07-14,-1,-1,16.9,0
2003-07-15,-1,-1,18.1,0
2003-07-16,-1,-1,21.7,0
2003-07-17,23,-1,21.3,0
2003-07-18,0.1,-1,15.1,0
2003-07-19,-1,-1,17.6,0
2003-07-20,-1,-1,22,0
2003-07-21,-1,-1,22.3,7
2003-07-22,-1,-1,17.6,7
2003-07-23,8.7,-1,19.5,5
2003-07-24,-1,-1,19.5,7
2003-07-25,-1,-1,19.3,0
2003-07-26,-1,-1,19,0
2003-07-27,-1,-1,20.3,1
2003-07-28,-1,-1,21.1,0
2003-07-29,-1,-1,23.3,7
2003-07-30,6.2,-1,22.2,8
2003-07-31,0.1,-1,23.4,1
2003-08-01,-1,-1,23.8,1
2003-08-02,2.4,-1,22.3,7
2003-08-03,-1,-1,18.9,5
2003-08-04,-1,-1,18.3,3
2003-08-05,0.4,-1,15.5,3
2003-08-06,0.1,-1,13,0
2003-08-07,-1,-1,14.7,8
2003-08-08,-1,-1,12.7,0
2003-08-09,0,-1,11.5,8
2003-08-10,0,-1,10.2,7
2003-08-11,5.7,-1,11.1,7
2003-08-12,5.4,-1,12.5,8
2003-08-13,0.3,-1,13.9,7
2003-08-14,-1,-1,14.1,8
2003-08-15,-1,-1,14.1,8
2003-08-16,-1,-1,14.4,7
2003-08-17,-1,-1,13,0
2003-08-18,-1,-1,9.6,7
2003-08-19,-1,-1,12.3,8
2003-08-20,4.9,-1,11.7,1
2003-08-21,3,-1,13.6,7
2003-08-22,0.2,-1,13.3,0
2003-08-23,0.9,-1,12.6,7
2003-08-24,0.1,-1,10.8,8
2003-08-25,0,-1,9.7,8
2003-08-26,0.2,-1,8.8,8
2003-08-27,2.6,-1,8.5,8
2003-08-28,2.5,-1,8.7,8
2003-08-29,1.7,-1,11.3,8
2003-08-30,5.7,-1,7.2,8
2003-08-31,2,-1,4.8,7
2003-09-01,0.3,-1,2.9,8
2003-09-02,0.3,-1,4.2,8
2003-09-03,5.1,-1,3.8,1
2003-09-04,1,-1,9.4,7
2003-09-05,-1,-1,7.8,0
2003-09-06,-1,-1,11.4,1
2003-09-07,-1,-1,12.5,8
2003-09-08,-1,-1,10.4,0
2003-09-09,-1,-1,9.7,0
2003-09-10,-1,-1,9.7,0
2003-09-11,0.1,-1,9.5,0
2003-09-12,0.1,-1,9.5,0
2003-09-13,-1,-1,9.1,7
2003-09-14,0.3,-1,9.3,0
2003-09-15,2.1,-1,11.7,0
2003-09-16,-1,-1,7.8,8
2003-09-17,-1,-1,4.2,0
2003-09-18,4.7,-1,5.8,0
2003-09-19,0.8,-1,5.5,7
2003-09-20,0,-1,2.6,7
2003-09-21,3.3,-1,6.8,8
2003-09-22,3.2,-1,8.6,8
2003-09-23,2.2,-1,14.7,7
2003-09-24,3.4,-1,5.4,5
2003-09-25,0.4,-1,5.2,0
2003-09-26,4.8,-1,1.4,3
2003-09-27,11.2,-1,7.2,7
2003-09-28,4.8,-1,4.1,8
2003-09-29,2.6,-1,6.3,8
2003-09-30,0.4,-1,5.4,9
2003-10-01,2.3,-1,4.9,8
2003-10-02,0.2,-1,3.7,9
2003-10-03,0.5,-1,5.3,8
2003-10-04,0.1,-1,7.8,8
2003-10-05,1.8,-1,7.5,7
2003-10-06,1.9,-1,6.7,7
2003-10-07,11,-1,5.4,8
2003-10-08,9.8,-1,7.3,8
2003-10-09,8.7,-1,6,7
2003-10-10,1.1,-1,3,8
2003-10-11,0,-1,1.5,7
2003-10-12,0.1,-1,1.8,8
2003-10-13,-1,-1,2.1,8
2003-10-14,0,-1,-0.3,7
2003-10-15,-1,-1,0.1,8
2003-10-16,0,-1,4.2,8
2003-10-17,2.6,-1,5.3,7
2003-10-18,0.7,4,-0.6,8
2003-10-19,0,5,-1.4,8
2003-10-20,-1,5,-4.3,8
2003-10-21,-1,4,-3.3,8
2003-10-22,-1,3,-5.3,8
2003-10-23,2,3,-5.6,0
2003-10-24,2.6,6,-3.5,8
2003-10-25,1,9,-7.8,8
2003-10-26,0.2,9,-7.4,1
2003-10-27,10.2,9,-8.9,3
2003-10-28,-1,16,2.2,8
2003-10-29,-1,13,0.5,7
2003-10-30,0.3,13,-1.4,0
2003-10-31,-1,13,0,8
2003-11-01,2.4,13,0.6,8
2003-11-02,2.3,13,0.4,7
2003-11-03,0.3,12,1.4,8
2003-11-04,0.4,10,2.2,8
2003-11-05,0.2,8,2.7,8
2003-11-06,-1,6,2.3,8
2003-11-07,-1,1,5,8
2003-11-08,-1,0,-0.9,0
2003-11-09,-1,0,-3,3
2003-11-10,0.2,0,-2,1
2003-11-11,0.1,0,-0.2,8
2003-11-12,-1,0,0,9
2003-11-13,0,0,-1.1,8
2003-11-14,0.3,0,-2.4,8
2003-11-15,0.6,0,-1.7,8
2003-11-16,7.1,1,-1.5,8
2003-11-17,0.6,12,-0.9,7
2003-11-18,-1,13,-2,8
2003-11-19,0.7,12,-6.3,8
2003-11-20,2.5,12,-5.2,8
2003-11-21,0,14,-7.9,7
2003-11-22,0,14,-9.9,8
2003-11-23,-1,13,-21.3,8
2003-11-24,5.4,13,-17.5,0
2003-11-25,0.4,19,-7.8,9
2003-11-26,-1,18,-12.2,8
2003-11-27,1.6,18,-6.7,7
2003-11-28,2.4,16,-2.4,8
2003-11-29,1.2,15,0.7,8
2003-11-30,0.4,14,0.5,8
2003-12-01,4,13,1.6,8
2003-12-02,0,11,1.3,8
2003-12-03,0.7,10,-1.2,8
2003-12-04,2.8,10,1.4,8
2003-12-05,0,9,-1.8,7
2003-12-06,0,9,-7.2,7
2003-12-07,2.8,9,-4.9,0
2003-12-08,0,13,-3.2,3
2003-12-09,0.2,12,-15,7
2003-12-10,0.3,12,-2.8,7
2003-12-11,0,11,1.3,8
2003-12-12,0.8,10,-2.9,0
2003-12-13,-1,12,-11.4,7
2003-12-14,1.3,11,-10.1,7
2003-12-15,1,13,-9.9,8
2003-12-16,-1,14,-18.6,7
2003-12-17,-1,12,-27.7,0
2003-12-18,3.3,12,-24.2,0
2003-12-19,1.7,18,-3.7,8
2003-12-20,0.1,20,-18.1,8
2003-12-21,-1,19,-31.6,0
2003-12-22,-1,19,-35.8,0
2003-12-23,0,18,-,8
2003-12-24,4.6,18,-21.8,0
2003-12-25,1,24,-2.1,8
2003-12-26,0.2,25,-10.5,8
2003-12-27,7.8,25,-10.9,8
2003-12-28,2,31,-2,7
2003-12-29,-1,32,-6.5,8
2003-12-30,4.2,32,-6,8
2003-12-31,0.1,34,-19.5,7
2004-01-01,0.3,34,-28.6,8
2004-01-02,0,35,-20.6,7
